file_name,effects_overexposure_chronic,effects_overexposure_eyes,effects_overexposure_ingestion,effects_overexposure_inhalation,effects_overexposure_skin,first_aids_chronic,first_aids_eyes,first_aids_ingestion,first_aids_inhalation,first_aids_skin,health_hazards_chronic,health_hazards_eyes,health_hazards_ingestion,health_hazards_inhalation,health_hazards_skin,appearance,conditions_avoid,decomposition_products,eyes_protection,other_precautions,protective_equipment,protective_gloves,respiratory_protection,ventilation,disposal,extinguishing_media,fire_fighting,handling_storage,spill
bwrzh,,,,,,,,, remove to fresh air and give artificial respiration or oxygen if needed.,,,,," adverse health effects from vapor/spray mist in poorly vented areas may include irritation of nose, throat, respiratory tract.",,VISCOUS LIQUID WITH SLIGHT AMMONIA ODOR,FREEZING TEMPERATURES,NONE KNOWN,"CHEM SPLSH GOGGLES,SFTY GLASSES,FACESHLD",CAUTION - MAY BE HARMFUL IF SWALLOWED. BREATHING VAPOR OR MIST MAY BE HARMFUL. USE WITH ADEQUATE VENTILATION. AVOID EYE AND SKIN CONTACT.,"EYE WASH FOUNTAIN, SAFETY SHOWER",IMPERMEABLE GLOVES-MINIMIZE SKIN CONTACT,"IF EXPOSURE EXCEEDS PERMISSIBLE EXPOSURE LIMITS, USE APPROPRIATE NIOSH APPROVED RESPIRATORY EQUIPMENT.",LOCAL EXHAUST RECOMMENDED. MECHANICAL VENTILATION RECOMMENDED.,"OBEY RELEVANT LOCAL, STATE, AND FEDERAL LAWS. DO NOT CONTAMINATE ANY LAKES, PONDS, STREAMS, OR UNDERGROUND WATER SUPPLIES. TREAT AS HAZARDOUS WASTE. DISPOSE OF IN ACCORDANCE WITH FEDERAL, STATE, AND L OCAL REGULATIONS.",NONE KNOWN * 9.5,NONE,AVOID FREEZING. AVOID CONTACT WITH MICROORGANISMS. KEEP CONTAINER CLOSED WHEN NOT IN USE.,ELIMINATE ALL SOURCES OF IGNITION. DIKE AND CONTAIN SPILL WITH INERT MATERIAL. TRANSFER LIQUID TO CONTAINERS. KEEP SPILLS AND RUNOFFS OUT OF MUNICIPAL SEWERS AND OPEN BODIES OF WATER.
bwrcj,,,,,,,flush immediately w/water for at least 15 minutes.,,,,,,,,,"LIQUID, CHARACTERISTIC COLOR; MILD, SWEET ODOR.",NONE SPECIFIED BY MANUFACTURER.,"HYDROGEN CHLORIDE, PHOSGENE. HAZ COMBUST PRODS:INCOMPLETE COMBUST CAN YIELD LOW MOLECULAR WEIGHT HYDROCARBONS, (SUPDAT)",ANSI APPROVED CHEM WORKERS GOGGS .,"DURING NORMAL USE, MATL WILL NOT PRESENT EXPOS RISK. ONCE PROD HAS REACHED ITS FINAL STATE & IS ABRADED/DISTURBED, DUSTING & EXPOS MAY OCCUR. UNDER NORMAL HNDLG & USE CNDTNS RESIDUAL MONOMER SHOULD NO T PRESENT HAZ. IN STOR MONOMER (SUPDAT)",DELUGE SHOWER WHICH MEETS ANSI DESIGN CRITERIA . HAVE EYE WASHES AVAIL WHERE EYE CONT CAN OCCUR. PVNT (ING 13),RUBBER GLOVES.,NOT NORMALLY REQUIRED. USE NIOSH/MSHA APPROVED RESPIRATOR IF CONDITIONS WARRANT.,GENERAL DILUTION VENTILATION.,"TO THE BEST OF MFR'S KNOWLEDGE, THIS PROD DOES NOT MEET DEFINITION OF HAZ WASTE UNDER U.S. EPA HAZ WASTE REGS 40 CFR 261. SOLIDIFY & DISPOSE OF IN APPRVD LANDFILL. CONSULT FED, STATE, LOC/PROVINCIAL A UTHS FOR MORE RESTRICTIVE REQUIREMENTS.","NON-FLAMMABLE IN LIQUID STATE; USE WATER SPRAY, FOAM, DRY CHEMICAL OR CARBON DIOXIDE ON DRIED PRODUCT.",USE NIOSH/MSHA APPROVED SCBA & FULL PROTECTIVE EQUIPMENT .,AVOID TEMP EXTREMES IN STORAGE. CONSULT TECHNICAL DATA SHEET FOR SPECIFIC STORAGE INSTRUCTIONS. WEAR APPROP PROT EQUIP WHEN WORKING W/THIS PROD.,"DIKE IF NECESSARY, CONTAIN SPILL W/INERT ABSORBENT & TRANSFER TO CONTAINERS FOR DISPOSAL. KEEP SPILLED PRODUCT OUT OF SEWERS, WATERSHEDS OR WATER SYSTEMS."
bwrbn,,irritation.,,,,,,,,,,,,,,"LIQUID, CYAN COLOR, ACETIC ACID ODOR.",NONE SPECIFIED BY MANUFACTURER.,"HAZ COMBUST PRODUCTS:OXIDES OF NITROGEN, CARBON MONOXIDE AND CARBON DIOXIDE","SAFETY GLASSES W/SIDE SHIELDS, GOGGLES.",MOD ACIDIC AQU SOLN-MAY CAUSE ADVERSE ENVIRO EFFECTS.MOD IBOCHEM OXY DEMAND & MAY CAUSE OXY DEPLETION IN AQU SYS;LOW POT TO AFFECT AQUATIC ORGANISMS & AFFECT 2ND WASTE TREATMENT MICROBIAL METABOLISM;H I POT TO AFFECT GERMINATION &/OR (SUPPL),"RECOMMENDED DECONTAMIN FACILITIES:EYEBATH, WASHING FACILITIES, SAFETY SHOWER.",IMPERVIOUS GLOVES.,NONE SHOULD BE NEEDED.,GOOD GENERAL VENTILATION (TYPICALLY 10 AIR CHANGES/HR) SHOULD BE USED. VENTILATION RATES SHOULD BE MATCHED TO CONDITIONS,DISCHARGE/TREATMENT/DISPOSAL MAY BE SUBJECT TO NATIONAL/STATE/LOCAL LAWS. FLUSH TO SEWER W/LG AMTS OF WATER.,"WATER SPRAY, CAROBN DIOXIDE (CO2), DRY CHEMICAL, ALCOHOL FOAM.",WEAR SELF-CONTAINED BREATHING APPARATUS & PROTECTIVE CLOTHING.,AVOID CONTACT W/EYES. USE W/ADEQUATE VENTILATION. KEEP CONTAER FROM CONTACT W/OXIDIZING MATLS. KEEP CONTAINER CLOSED.,"FLUSH TO SEWER W/LG AMTS OF WATER.OTHERWISE ABSORB W/VERMICULITE OR OTHER INERT MATERIAL, THEN PLACE IN CONTAINER FOR CHMICAL WASTE. CLEAN SURFACE THOROUGHLY TO REMOVE RESIDUAL CONTAMINATION."
bwrby,,,,,,,,,,,,,,,,,NONE SPECIFIED BY MANUFACTURER.,OXIDES OF CARBON.,ANSI APPRVD SAFETY GLASSES .,AVOID BREATHING VAPOR OR MIST. USE WITH ADEQUATE VENTILATION. AVOID CONTACT WITH SKIN AND EYES. WASH THOROUGHLY AFTER HANDLING.,NONE SPECIFIED BY MANUFACTURER.,IMPERVIOUS GLOVES.,"WHERE AIR CONTAMINANTS CAN EXCEED ACCEPTABLE CRITERIA, USE NIOSH/MSHA APPRVD RESP PROT EQUIP. RESPS SHOULD BE SELECTED BASED ON FORM & CONC OF CONTAMINANTS IN AIR I/A/W OSHA 29CFR 1910.134 OR OTHER AP PLICABLE STANDARDS OR GUIDELINES.","IF AIRBORNE CONTAMS ARE GENERATED WHEN MATL IS HEATED/HANDLED, SUFFICIENT VENT IN VOL & AIR FLOW PATTERNS (ING 7)","DISPOSE OF ACCORDING TO LOCAL, STATE/PROVINCIAL & FEDERAL REQUIREMENTS. EMPTY CONTAINER MAY CONTAIN EXPLOSIVE VAPORS. DO NOT CUT PUNCTURE OR WELD ON OR NEARBY. INCINERATION WILL CAUSE CONTAINER TO BUR ST VIOLENTLY.","USE DRY CHEMICAL, FOAM OR CARBON DIOXIDE, WATER MAY BE INEFTIVE, BUT SHOULD BE USED TO KEEP FIRE-EXPOSED CNTNRS COOL.",USE NIOSH/MSHA APPROVED SCBA AND FULL PROTECTIVE EQUIPMENT .,DO NOT STORE AT TEMPERATURES ABOVE 120F.,ELIMINATE ALL IGNITION SOURCES. SOAK UP WITH ABSORBENT MATERIAL AND REMOVE TO CHEMICAL DISPOSAL AREA. PREVENT ENTRY INTO NATURAL BODIES OF WATER.
bwrlr,,,,,,,eye:immed flush well w/wat er & cont flushing for several mins.getmed attn.ingest:if consc & has gag reflex give 2 glasses water.induce vomit.get immed med attn.no specific antidote.treat according to symptoms/clinical conditi,,,remove contamin cloth.wash area w/soap/water.inhal:immed remove to fresh air.give art resp if not breath.oxy may be given by qual personnel if diffi breath.get med attn.eye:immed flush well w/wat er & cont flushing for several mins.getmed attn.ingest:if consc & has gag reflex give 2 glasses water.induce vomit.get immed med attn.no specific antidote.treat according to symptoms/clinical conditi,,,,,,"CLEAR LIQUID, ALCOHOL ODOR",NONE,BURNING CARBON MONOXIDE HIGHLY TOXIC) &/OR CARBON DIOXIDE (SUFFICIENT CONC ASPHYXIANT).,MONOGOGGLES,"FOR INDUSTRIAL USE ONLY. TRANSFER HAZ:VAP MAY BE IGNITED BY STATIC SPARKS. USE PROPER BOND/GROUND DURING LIQ TRANSF PER DOC NFPA 77. THOROUGHLY EVALUATE PROD USAGE IN ELEVATED TEMP PROCESSES-REFER TO TECH BULLETIN ""IGN HAZ OF ORG CHEM VAP"".","EYE WASH STATION AND SAFETY SHOWER,",BUTYL,SELF-CONTAINED BREATHING APPARATUS IN HIGH VAPOR CONCENTRATIONS.,"GEN(MECHANICAL)RM VENTILATION SHOULD BE SAT. SPECIAL,LOC VENTI NEDDED @PTS WHERE VAP ARE EXPECTED TO ESCAPE TO WORKPLACE","INCINERATE IN FURNACE WEHRE PERMITTED UNDER APPROPRIATE LOCAL, STATE AND FEDERAL REGULATIONS.",ALCOHOL OR UNIVERSAL FOAM APPLIED BY MFR'S RECOMMENDED TECHNIQUES FOR LARGE FIRE. CO2 OR DRY CHEMICAL FOR SMALL FIRE.,USE WATER SPRAY TO COOL FIRE EXPOSED CONTAINERS AND STRUCTURES AND TO DISPERSE VAPORS. WEAR SCBA & PROTECTIVE CLOTHING WHEN FIGHTING FIRE IN ENCLOSED AREA.,"WARNING! FLAMMABLE! CAUSES EYE IRRITATION. KEEP AWAY FROM HEAT,SPARKS,& FLAME. AVOID CONTACT W/EYES. KEEP CONTAINER CLOSED. USE WITH ADEQUATE VENTILA.",EXTINGUISH & DO NOT TURN ON ANY IGN SOURCES TIL AREA IS DETERMINED TO BE FREE FROM EXPLOSION/FIRE HAZARDS. COLLECT LG SPILLS FOR DISPOSAL. FLUSH SMALL SPILLS W/WATER.
bwrnm,,,,,skin reaction,,,,,,,eyes and skin.,,,skin.,"LIGHT YELLOW LIQUID, ODORLESS",NONE,NONE,SAFETY GLASSES WITH SIDE SHIELD/GOGGLES,WASH THOROUGHLY AFTER HANDLING. AVOID CONTACT WITH EYES AND SKIN. KEEP OUT OF REACH OF CHILDREN. USE WITH ADEQUATE VENTILATION.,"EYE BATH, WASHING FACILITIES, SAFETY SHOWER AND IMPERVIOUS CLOTHING",RUBBER/LATEX,NONE SHOULD BE NEEDED.,GOOD GENERAL VENTILATION (TYPICALLY 10 AIR CHANGES/HR) SHOULD BE USED. VENTILATION RATES SHOULD BE MATCHED TO CONDITIONS,"DISCHARGE, TREATMENT OR DISPOSAL MAY BE SUBJECT TO FEDERAL, STATE OR LOCAL LAWS. FLUSH TO SEWER WITH LARGE AMOUNT OF WATER IF PERMITTED.","WATER SPRAY, CARBON DIOXIDE, FOAM OR DRY CHEMICAL FOR SURROUNDING FIRE. USE WATER SPRAY TO COOL FIRE EXPOSED CONTAINERS.",WEAR PROTECTIVE CLOTHING AND NIOSH-APPROVED SELF-CONTAINED BREATHING APPARATUS.,KEEP CONTAINER CLOSED.,"FLUSH TO SEWER WITH LARGE AMOUNT OF WATER IF PERMITTED OR ABSORB SPILL WITH VERMICULITE, THEN PLACE IN A CONTAINER FOR CHEMICAL WASTE. CLEAN SURFACE THOROUGHLY TO REMOVE RESIDUAL CONTAMINATION."
bwrmv,,"eye irritation, gi tract irritation, skin irritation, allergic skin reaction.",,,"skin irritation, allergic skin reaction.",,,," if symptomatic, move to fresh air.",,,,,inhalation hazard for recommended handling.,,"YELLOW LIQUID, SLIGHT AMINE ODOR",STABLE.,NONE SPECIFIED BY MANUFACTURER.,SAFETY GLASSES W/SIDE SHIELDS OR GOGGLES,THE ROUTINE USE OF A NONALKALINE (ACID) TYPE OF HAND CLEANER AND REGULAR CLEANING OF WORKING SURFACES WILL HELP MINIMIZE THE POSSIBILITY OF A SKIN REACTION.,CHEMICAL RESISTANT CLOTHING AS NECESSARY TO PREVENT SKIN CONTACT. AN EMERGENCY EYEWASH AND SHOWER SHOULD BE AVAILABLE.,IMPERVIOUS,NONE SHOULD BE NEEDED.,"GOOD GENERAL VENTILATION, TYPICALLY 10 AIR CHANGES PER HOUR, SHOULD BE USED. RATES SHOULD MATCH CONDITIONS.","DISCHARGE, TREATMENT OR DISPOSAL MAY BE SUBJECT TO NATIONAL, STATE OR LOCAL LAWS. MAY REQUIRE NEUTRALIZATION IF PH < 2.0 OR PH > 12.5. DISPOSE OF IN ACCORDANCE WITH ALL APPLICABLE FEDERAL, STATE AND LOCAL REGULATIONS.",NONFLAMMABLE. USE EXTINGUISHING MEDIA SUITABLE FOR SURROUNDING FIRE.,FIRE FIGHTERS SHOULD WEAR SELF CONTAINED BREATHING APPARATUS AND FULL PROTECTIVE GEAR.,"AVOID CONTACT WITH EYES, SKIN AND CLOTHING. USE WITH ADEQUATE VENTILATION. KEEP CONTAINER CLOSED.","FLUSH TO SEWER IF ALLOWABLE WITH LARGE AMOUNTS OF WATER. OTHERWISE, ABSORB SPILL WITH VERMICULITE OR OTHER INERT MATERIAL, THEN PLACE IN A CONTAINER FOR CHEMICAL WASTE. CLEAN SURFACE TO REMOVE RESIDUA L CONTAMINATION."
bwrnz,,eye:moderately irritating.,,,,,,,,remove contaminated clothing.,,eyes.,,,skin & eyes.,GRAY VISCOUS LIQUID,ELEVATED TEMPERATURES. REACTION WITH SOME CURING AGENTS IN BULK AMOUNTS IS EXOTHERMIC.,"CO, ALDEHYDES, ACIDS.",ANSI APPROVED CHEM WORKERS GOGGS .,FOR INDUSTRIAL USE ONLY. MAY CAUSE SKIN IRRITATION.,"FOR PROLONGED EXPOSURE, IMPERVIOUS CLOTHING AND BOOTS TO MINIMIZE PERSONAL CONTACT. EYE-WASH STATION, SAFETY SHOWER.",IMPERVIOUS RUBBER GLOVES.,FOR EXCESSIVE VAPORS OR TO MAINTAIN BELOW TLV LIMIT. NIOSH/MSHA (SPECIFY TYPE) APPROVED RESPIRATOR FOR ORGANIC VAPORS IN COMPLIANCE WITH 29 CFR 1910.134.,LOCAL EXHAUST:YES. MECHANICAL (GENERAL):YES.,"CURE, THEN BURY OR INCINERATE WHERE PERMITTED BY FEDERAL, STATE AND LOCAL REGULATIONS. REMOVE SALVAGE VESSELS TO A WASTE DISPOSAL SITE OPERATING IN COMPLIANCE WITH FEDERAL, STATE AND LOCAL REGUALTIONS .","WATER SPRAY, FOAM, DRY CHEMICAL, CO*2.",WEAR NIOSH/MSHA APPROVED SCBA & FULL PROTECTIVE EQUIPMENT . AVOID BREATHING SMOKE. COOL FIRE EXPOSED CONTAINERS WITH WATER.,"STORE IN COOL, DRY AREA IN TIGHTLY CLOSED CONTAINERS. AVOID CONTACT WITH SKIN AND EYES. USE WITH ADEQUATE VENTILATION.",AVOID CONTACT WITH LIQUID AND VAPORS. WIPE WITH A CLOTH OR COLLECT ON ABSORBENT MATERIAL. LARGE SPILLS:DIKE AND CONTAIN. PUMP OR SHOVEL INTO SALVAGE VESSELS.
bwrlg,,"eyes-redness, burning sensation, tearing.",,,,,,,inhalation-remove to fresh air.,,,eye irritation.,,,,"BROWN, VISCOUS LIQUID.","EXCESSIVE HEAT, FORMATION OF MISTS.","CARBON MONOXIDE, CARBON DIOXIDE, OXIDES OF SULFUR, NITROGEN, BORON AND PHOSPHOROUS.",NONE NORMALLY REQUIRED.,"EMPTY DRUMS SHOULD BE COMPLETELY DRAINED, PROPERLY BUNGED & PROMPTLY RETURNED TO A DRUM RECONDITIONER OR PROMPTLY DISPOSED OF.",NONE SPECIFIED BY MANUFACTURER. DLA-HMIS: EYE WASH STATION & SAFETY SHOWER AVAILABLE FOR EMERGENCY USE.,"NITRILE, VITON.","IF ENGINEERING CONTROLS FAIL OR NON-ROUTINE USE OR EMERGENCY OCCURS; USE NIOSH/MSHA APPROVED RESPIRATOR OR SUPPLIED AIR RESPIRATOR OR SCBA, AS REQUIRED. USE IAW 29 CFR 1910.134 AND MANUFACTURER'S RECO MMENDATIONS.",USE GENERAL VENTILATION AND USE LOCAL EXHAUST WHERE POSSIBLE IN CONFINED OR ENCLOSED SPACES.,"MATERIAL, IF DISCARDED, IS NOT EXPECTED TO BE A CHARACTERISTIC WASTE UNDER RCRA. USED OIL CAN BE RETURNED TO A COLLECTION POINT OR PROVIDED TO A LICENSED RECYCLER. ALL WASTES MUST BE HANDLED IAW LOCAL , STATE AND FEDERAL REGULATIONS.","WATER, CARBON DIXOIDE, DRY CHEMICAL, FOAM.","USE WATER SPRAY TO COOL FIRE-EXPOSED CONTAINERS AND AS A PROTECTIVE SCREEN. DO NOT POINT WATER STREAM DIRECTLY AT BURNING OIL, IT MAY SPREAD THE FIRE.",STORE AWAY FROM STRONG OXIDIZING AGENTS.,"ABSORB WITH INERT MATERIALS SUCH AS DRY CLAY, SAND, DIATOMACEOUS EARTH, OR RECOVER WITH PUMPS. SCOOP UP USED ABSORBENT INTO DRUMS. DO NOT ALLOW INTO PUBLIC DRAINAGE SYSTEM OR OPEN WATERWAYS. WEAR APPR OPRIATE CLOTHING/EQUIPMENT."
bwrnx,,,,,,,,,,,,,,,,MANUFACTURED ARTICLE-NO CHEM EXPOS UNDER NORMAL HNDLG CNDTNS EXCEPT WHEN(SUPDAT,"DO NOT EXCEED PROPER STOR TEMP (SEE OTHER PREC), AVOID FLAMES. ALSO AVOID ELECTROSTATIC DISCHARGE, IMPACT, ELEC (ING 17)","UPON ACTIVATION, SMALL AMOUNTS OF OXIDES OF CARBON, AND POTASSIUM HYDROXIDE MAY BE RELEASED.",ANSI APPROVED CHEM WORKERS GOGGS .,"NEVER ATTEMPT TO DISASSEMBLE, MACHINE, OR OTHERWISE MODIFY UNITS OR INJURY HAZARD MAY RESULT. OBSERVE SPECIAL PRECAUTIONS ON ARTICLE LABELS BEFORE HANDLING OR TESTING.",PROT SHIELDING/AN ENCLOSURE IS RECOM FOR FUNCTIONAL ARTICLE TESTING. CHEM RESIST CLTHG IS ALSO RECOM IF AN (ING 24),FOLLOW LOC PROC & REQS. GLOVES (ING 23),USE NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . TEST ACTIVATION ARTICLE (BATTERY) ONLY IN LOCATION ISOLATED FROM PERSONNEL TO PREVENT DIRECT EXPOSURE.,"LOC EXHST:RECOM FOR ARTICLES WHICH VENT GAS, FUMES/VAPS. MECH (GEN):MAY BE REQ TO ASSIST LOC EXHST TO REACH OUTSIDE ATM.","ARTICLE (BATTERY) QUALIFIES FOR AN EXEMPTION FROM RCRA HAZ WASTE REGS UNDER PRECIOUS METAL RECOVERY SECTION. DISPOSE OF ARTICLE IN ACCORD W/ALL APPLIC FED, STATE & LOC REGS. IN NON-ACTIVATED ARTICLES, BAATTERY ACTIVATION CARTRIDGE IS REACTIVE WASTE.",UTILIZE MEDIA APPROP FOR SURROUNDING FIRE CNDTNS. ORDNANCE DEVICE (BATTERY ACTIVATION CARTRIDGE) INSIDE (SUPP DATA),WEAR NIOSH/MSHA APPRVD SCBA & FULL PROT EQUIP . ORDNANCE DEVICE (BATTERY ACTIVATION CARTRIDGE) IS NOT CLASSIFIED AS AN EXPLO WHEN INSTALLED IN (SUP DAT),OBSERVE STOR TEMP REQS ON PACKAGING LABELING. KEEP CONNECTER SHUNTED AT ALL TIMES UNTIL ARTICLE IS TO BE INSTALLED.,"IF ARTICLE SHOULD BECOME DMGD SO AS TO EXPOSE EXPOSED SEALED AREA, CONSULT WHITTAKER ENGINEERING FOR GUIDANCE. IF ACCIDENTAL ACTIVATION SHOULD OCCUR, EVACUATE UNPROT PERS TO SAFE DIST & ISOLATE BATTER Y, IF POSS. AFTER ACTIVATION HAS BEEN (ING 21)"
bwrmc,,,,,,, immediately flush with water.,,,,,eye: direct eye contact may cause temporary discomfort with mild redness and dryness similar to windburn.,,,,"LIQUID, COLORLESS, ODORLESS.",NOT PROVIDED,SILICON DIOXIDE. CARBON OXIDES AND TRACES OF INCOMPLETELY BURNED CARBON COMPOUNDS. FORMALDEHYDE.,USE PROPER PROTECTION - SAFETY GLASSES AS A MINIMUM.,NOT PROVIDED,NOT PROVIDED,NO SPECIAL PROTECTION NEEDED.,NO RESPIRATORY PROTECTION SHOULD BE NEEDED. NO SUITABLE RESPIRATOR SHOULD BE NEEDED.,GENERAL VENTILATION RECOMMENDED.,"COMPLETE INFORMATION NOT YET AVAILABLE. CALL DOW CORNING ENVIRONMENTAL MGMT 517-496-6315 IF MORE INFORMATION IS DESIRED. DISPOSAL OF COLLECTED PRODUCT, RESIDUES, AND CLEANUP MATERIALS MAY BE GOVRNMENT ALLY REGULATED. OBSERVE ALL APPLICABLE LOCAL, STATE, AND FEDERAL WASTE MANAGEMENT REGULATIONS.","CARBON DIOXIDE (CO2), WATER, WATER FOG (OR SPRAY), DRY CHEMICAL, FOAM.","SELF-CONTAINED BREATHING APPARATUS AND PROTECTIVE CLOTHING SHOULD BE WORN IN FIGHTING FIRES INVOLVING CHEMICALS. HEAT EXPOSURE PRESSURIZES CLOSED CONTAINERS. COOL WITH WATER SPRAY. IF LARGE AMOUNT IS INVOLVED, EVACUATE AREA.","KEEP CONTAINER CLOSED AND AWAY FROM HEAT, SPARKS, AND OPEN FLAMES.","MOP UP/ WIPE UP/SOAK UP WITH ABSORBENT AND CONTAIN FOR SALVAGE/DISPOSAL. FOR LARGER SPILLS, PROVIDE DIKING. CLEAN ANY REMAINING SLIPPERY SURFACES BY APPROPRIATE TECHNIQUES, SUCH AS SEVERAL MOPPINGS OR SWABBINGS WITH APPROPRAIATE SOLVENTS; WASHING WITH MILD CAUSTIC DETERGENTS OR SOLUTIONS OR HIGH PRESSURE STEAM FOR LARGE AREAS. OBSERVE ANY APPLICABLE SAFETY PRECAUTIONS. REMOVE ANY IGNITION SOURCES."
bwrlp,,eye & mild skin irritation.,,,skin irritation.,,,,,,,eye & mild skin irritation.,,,skin irritation.,LOW VISCOSITY AMBER LIQUID CHARACTERISTIC ODOR.,NONE KNOWN PER MSDS. HOWEVER AVOID HIGH TEMPERATURES & SOURCES OF IGNITION.,THERMAL DECOMPOSITION/COMBUSTION MAY PRODUCE TOLUENE DIISOCYANATE VAPOR & OTHER HIGHLY TOXIC COMBUSTION BY-PRODUCTS.,SAFETY GLASSES/CHEMICAL SPLASH GOGGLES.,"USE WITH ADEQUATE VENTILATION. DO NOT ALLOW WATER OR OTHER LIQUIDS INTO CONTAINER. FOOD, BEVERAGE, TOBACCO PRODUCTS SHOULD NOT BE CARRIED OR STORED CONSUMED WHERE MATERIAL IS IN USE. STORE STREET CLOT H SEPARATELY FROM WORK CLOTHES/PPE.","APRONS,WORKPANTS,LONG SLEEVE WORKSHIRT,DISPOSABLE COVERALLS TO PREVENT SKIN CONTACT.EYEWASH,SAFETY SHOWER.",IMPERVIOUS GLOVES.,"IF ENGINEERING CONTROLS FAIL OR NON-ROUTINE USE OR AN EMERGENCY OCCURS; WEAR AN MSHA/NIOSH APPROVED RESPIRATOR WITH ORGANIC VAPOR CARTRIDGE OR AN AIR-SUPPLIED RESPIRATOR OR SCBA, AS REQUIRED. USE IAW 29 CFR 1910.134.",IF NOT USED IN CLOSED SYSTEM; GOOD ENCLOSURE & LOCAL EXHAUST VENTILATION SHOULD BE PROVIDED TO CONTROL EXPOSURE.,DISPOSAL MUST BE MADE IN ACCORDANCE WITH APPLICABLE GOVERNMENTAL REGULATIONS. CONTAINS COMPONENTS DEFINED AS TOXIC CHEMICALS SUBJECT TO REPORTING REQUIREMENTS OF SECTION 313 OF TITLE III & OF 40 CFR 3 72 OR SUBJECT TO OTHER EPA REGS.,"USE CARBON DIOXIDE, DRY CHEMICAL, WATER SPRAY, ALCOHOL FOAM. IF WATERSPRAY OR ALCOHOL FOAM USED IT SHOULD BE IN LG QUANT",WEAR SELF-CONTAINED BREATHING APPARATUS AND FULL FIRE FIGHTER'S PROTECTIVE GEAR. USE WATER TO COOL FIRE EXPOSED CONTAINERS.,"KEEP AWAY FROM HEAT, SPARKS AND FLAME. AVOID BREATHING VAPOR. AVOID PROLONGED/REPEATED SKIN CONTACT. AVOID CONTACT WITH EYES.",ELIMINATE ALL SOURCES OF IGNITION. WEAR APPROPRIATE PERSONAL PROTECTIVE EQUIPMENT (PPE) INCLUDING RESPIRATORY PROTECTION & BOOTS. COVER SPILLS WITH SOME INERT ABSORBENT MATERIAL; SWEEP UP & PLACE IN A WASTE DISPOSAL CONTAINER. FLUSH AREA WITH WATER.
bwrmt,,eyes/skin/ingest:irritation and burns.,,,skin/ingest:irritation and burns.,,eyes:flush with water for 15 minutes.,,,remove contaminated clothing;wash with soap and water.eyes:flush with water for 15 minutes.,,eyes:may cause burns.skin:may cause irritation.ingest:may cause gi tract burns.,,,skin:may cause irritation.ingest:may cause gi tract burns.,LIQUID;COLORLESS;ODORLESS.,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,WEAR SAFETY GLASSES WITH SIDE SHIELDS.,KEEP FROM CONTACT WITH OXIDIZING MATERIALS.,"EYE BATH, WASHING FACILITIES, SAFETY SHOWER.",WEAR IMPERVIOUS GLOVES.,NONE NORMALLY REQUIRED.,GOOD GENERAL VENTILATION SHOULD BE USED (TYPICALLY 10 AIR CHANGES PER HOUR). MATCH RATE TO CONDITIONS.,"DISCHARGE, TREATMENT, OR DISPOSAL MAY BE SUBJECT TO NATIONAL, STATE, OR LOCAL LAWS. FLUSH TO SEWER WITH LARGE AMOUNTS OF WATER.",USE MEDIA APPROPRIATE FOR SURROUNDING FIRE.,USE A SELF-CONTAINED BREATHING APPARATUS AND FULL PROTECTIVE EQUIPMENT.,KEEP CONTAINER TIGHTLY CLOSED. KEEP FROM INCOMPATIBLE SUBSTANCES.,"ELIMINATE ALL SOURCES OF IGNITION. FLUSH TO SEWER WITH LARGE AMOUNTS OF WATER. OTHERWISE, ABSORB SPILL WITH VERMICULITE OR OTHER INERT MATERIAL, THEN PLACE IN A CONTAINER FOR CHEMICAL WASTE. CLEAN SUR FACE THOROUGHLY TO REMOVE CONTAMINATION."
